Timestamp, EleName, EleId, Value, Note
134.4647,Basic Wall:Generic - 200mm:347943,0,correct,
245.7644,FireExtinguisherSign2,28,correct,
612.9727,FireExtinguisherSign2,28,correct,
613.2726,FireExtinguisherSign2,28,incorrect,
667.553,FireExtinguisherSign2,28,incorrect,1m to the left
687.7632,PHILIPS_luxspace-light:376919,26,incorrect,
695.1273,PHILIPS_luxspace-light:376919,26,incorrect,2m to the left
720.0511,PHILIPS_luxspace-light:376919,26,incorrect,1m
724.4827,FireExtinguisherSign2,28,incorrect,1m
741.7109,PHILIPS_luxspace-light:376308,19,correct,
741.8774,PHILIPS_luxspace-light:377282,20,correct,
742.4773,PHILIPS_luxspace-light:376308,19,correct,
742.7439,PHILIPS_luxspace-light:377282,20,correct,
743.3438,PHILIPS_luxspace-light:376308,19,correct,
747.5258,PHILIPS_luxspace-light:376148,29,incorrect,
748.492,PHILIPS_luxspace-light:376148,29,correct,
748.492,PHILIPS_luxspace-light:376148,29,correct,
763.1366,PHILIPS_luxspace-light:377085,25,correct,
765.7193,PHILIPS_luxspace-light:377282,20,correct,
800.9719,PHILIPS_luxspace-light:377731,23,correct,
812.951,PHILIPS_luxspace-light1,16,correct,
830.9441,PHILIPS_luxspace-light:378021,17,correct,
834.2939,ExitSign,22,correct,
881.292,PHILIPS_luxspace-light2,24,UNASSIGNED,1m
883.2744,PHILIPS_luxspace-light2,24,incorrect,1m
969.4398,ExitSign2,27,incorrect,
973.6556,ExitSign2,27,incorrect,rot 90
1039.029,Basic Wall:Generic - 200mm:350286,1,correct,
1091.965,Basic Wall:Generic - 200mm:350060,11,incorrect,
1119.274,Basic Wall:Generic - 200mm:350060,11,incorrect,rot 30
1162.439,Basic Wall:Generic - 200mm:347656,14,UNASSIGNED,rot 15
1164.051,Basic Wall:Generic - 200mm:347656,14,incorrect,rot 15
1197.254,Phone,21,correct,
1231.413,Phone,21,correct,good positioning relative to the wall 12
1273.102,Railing:1100mm:349532,2,correct,
1300.257,Basic Wall:Generic - 200mm:347460,5,correct,
1303.297,Switch_-_Double_3951:Double Switch:361458,3,correct,
1306.238,Switch_-_Double_3951:Double Switch:361137,12,correct,
1306.387,Switch_-_Double_3951:Double Switch:361508,13,correct,
1378.689,M_Rectangular Column:475 x 610mm:365701,10,incorrect,
1379.802,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,incorrect,
1380.915,LiftSign,18,incorrect,
1381.912,M_Rectangular Column:475 x 610mm:365701,10,incorrect,
1382.643,M_Rectangular Column:475 x 610mm:365701,10,incorrect,
1401.009,M_Rectangular Column:475 x 610mm:365701,10,correct,
1401.009,M_Rectangular Column:475 x 610mm:365701,10,correct,
1407.425,M_Rectangular Column:475 x 610mm:365844,9,correct,
1434.224,M_Rectangular Column:475 x 610mm:365701,10,correct,
1435.503,M_Rectangular Column:475 x 610mm:365844,9,correct,
1452.446,LiftSign,18,incorrect,
1454.042,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,incorrect,
1479.842,Assembled Stair:Stair:349153 Stringer 1,4,correct,
1524.002,M_Rectangular Column:475 x 610mm:365701,10,incorrect,
1536.233,M_Rectangular Column:475 x 610mm:365701,10,incorrect,1m
1541.352,M_Rectangular Column:475 x 610mm:365844,9,correct,
1564.34,Assembled Stair:Stair:349153 Stringer 2,6,correct,
1564.557,Assembled Stair:Stair:349153 Run 1,7,correct,
1564.756,Railing:1100mm:349536,8,correct,
1657.243,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,correct,
1702.18,LiftSign,18,correct,
