Timestamp, EleName, EleId, Value, Note
18.68479,Basic Wall:Generic - 200mm:347943,0,correct,
27.56031,Basic Wall:Generic - 200mm:350286,1,correct,
56.30165,Railing:1100mm:349532,2,correct,
127.7549,M_Rectangular Column:475 x 610mm:365844,9,UNASSIGNED,about 1m too far away
130.3695,M_Rectangular Column:475 x 610mm:365844,9,incorrect,about 1m too far away
161.5418,Railing:1100mm:349536,8,UNASSIGNED,slighty out of place 6cm
163.7231,Railing:1100mm:349536,8,other,slighty out of place 6cm
186.2368,PHILIPS_luxspace-light1,16,correct,
227.8655,PHILIPS_luxspace-light2,24,UNASSIGNED,out of wligment from the pillar
233.1445,PHILIPS_luxspace-light2,24,other,out of wligment from the pillar
317.4584,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,UNASSIGNED,assuming is correct based
328.8326,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,UNASSIGNED,assuming is correct based little info
336.4257,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,correct,assuming is correct based little info
374.0826,LiftSign,18,UNASSIGNED,too far away from 19
380.1776,LiftSign,18,other,too far away from 19
392.8517,Assembled Stair:Stair:349153 Run 1,7,correct,
397.2478,Assembled Stair:Stair:349153 Stringer 2,6,correct,
405.4084,Basic Wall:Generic - 200mm:347460,5,correct,
444.709,PHILIPS_luxspace-light:378021,17,correct,
453.5854,ExitSign,22,correct,
490.6404,Basic Wall:Generic - 200mm:347656,14,UNASSIGNED,wrong roation
501.6311,Basic Wall:Generic - 200mm:347656,14,incorrect,wrong roation
514.006,Switch_-_Double_3951:Double Switch:361458,3,correct,
519.4708,Assembled Stair:Stair:349153 Stringer 1,4,correct,
527.1177,M_Rectangular Column:475 x 610mm:365701,10,correct,
554.2908,Basic Wall:Generic - 200mm:350060,11,UNASSIGNED,wrong orienation
556.1564,Basic Wall:Generic - 200mm:350060,11,incorrect,wrong orienation
562.5711,Switch_-_Double_3951:Double Switch:361137,12,correct,
564.0205,Switch_-_Double_3951:Double Switch:361508,13,correct,
573.4173,PHILIPS_luxspace-light:376308,19,correct,
602.6052,PHILIPS_luxspace-light:377282,20,UNASSIGNED,30 cm to close to 12
603.9047,PHILIPS_luxspace-light:377282,20,other,30 cm to close to 12
622.3996,Phone,21,UNASSIGNED,off due to wall roation
623.2993,Phone,21,other,off due to wall roation
634.3958,PHILIPS_luxspace-light:377731,23,UNASSIGNED,
636.3617,PHILIPS_luxspace-light:377731,23,correct,
646.8414,PHILIPS_luxspace-light:377085,25,correct,
661.3527,PHILIPS_luxspace-light:376919,26,correct,
705.0347,FireExtinguisherSign2,28,correct,
723.6939,ExitSign2,27,correct,
770.676,PHILIPS_luxspace-light:376148,29,UNASSIGNED,on stairs
791.7022,PHILIPS_luxspace-light:377731,23,correct,half way down wall
792.985,PHILIPS_luxspace-light:377731,23,other,half way down wall
792.985,PHILIPS_luxspace-light:377731,23,other,half way down wall
805.2802,PHILIPS_luxspace-light:377085,25,correct,too low
807.4457,PHILIPS_luxspace-light:377085,25,other,too low
807.4457,PHILIPS_luxspace-light:377085,25,other,too low
848.6608,PHILIPS_luxspace-light:376148,29,correct,on stairs
