Timestamp, EleName, EleId, Value, Note
53.90291,Railing:1100mm:349532,2,correct,
68.10666,Railing:1100mm:349536,8,other,
76.53246,Assembled Stair:Stair:349153 Run 1,7,UNASSIGNED,
89.62106,Railing:1100mm:349536,8,other,
94.21679,Railing:1100mm:349536,8,other,10
115.2819,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,incorrect,
118.7289,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,incorrect,100
164.2542,ExitSign,22,incorrect,
168.1839,ExitSign,22,incorrect,70
237.0883,Basic Wall:Generic - 200mm:347943,0,correct,
250.9426,Basic Wall:Generic - 200mm:350286,1,other,
255.3221,Basic Wall:Generic - 200mm:350286,1,other,50
265.1163,Switch_-_Double_3951:Double Switch:361458,3,correct,
277.0431,Assembled Stair:Stair:349153 Stringer 1,4,other,
280.4074,Assembled Stair:Stair:349153 Stringer 1,4,other,2
283.9048,Assembled Stair:Stair:349153 Stringer 1,4,other,20
300.8929,Basic Wall:Generic - 200mm:347460,5,correct,
309.4702,Assembled Stair:Stair:349153 Stringer 2,6,other,
312.602,Assembled Stair:Stair:349153 Stringer 2,6,other,20
323.1113,Assembled Stair:Stair:349153 Run 1,7,other,
325.9928,Assembled Stair:Stair:349153 Run 1,7,other,10
334.5866,M_Rectangular Column:475 x 610mm:365844,9,other,
337.9171,M_Rectangular Column:475 x 610mm:365844,9,other,15
343.2307,M_Rectangular Column:475 x 610mm:365701,10,correct,
357.8032,Basic Wall:Generic - 200mm:350060,11,other,
360.8848,Basic Wall:Generic - 200mm:350060,11,other,15
367.5459,Switch_-_Double_3951:Double Switch:361137,12,other,
371.0605,Switch_-_Double_3951:Double Switch:361137,12,other,15
377.273,Switch_-_Double_3951:Double Switch:361508,13,incorrect,
384.584,Switch_-_Double_3951:Double Switch:361508,13,incorrect,60
402.0394,Basic Wall:Generic - 200mm:347656,14,correct,
420.1611,PHILIPS_luxspace-light1,16,other,
429.0046,PHILIPS_luxspace-light1,16,other,30
449.8391,PHILIPS_luxspace-light:378021,17,other,
452.8203,PHILIPS_luxspace-light:378021,17,other,15
464.2808,LiftSign,18,other,
466.9293,LiftSign,18,other,10
477.1908,PHILIPS_luxspace-light:376308,19,other,
480.4882,PHILIPS_luxspace-light:376308,19,other,15
495.4425,PHILIPS_luxspace-light:377282,20,UNASSIGNED,15
496.2916,PHILIPS_luxspace-light:377282,20,other,15
502.3376,Phone,21,incorrect,
505.0519,Phone,21,incorrect,200
522.3261,PHILIPS_luxspace-light:377731,23,other,
524.7418,PHILIPS_luxspace-light:377731,23,other,10
544.0873,PHILIPS_luxspace-light2,24,correct,
556.2504,PHILIPS_luxspace-light:377085,25,correct,
567.3143,PHILIPS_luxspace-light:376919,26,incorrect,
570.6799,PHILIPS_luxspace-light:376919,26,incorrect,65
579.9775,ExitSign2,27,other,
583.1093,ExitSign2,27,other,15
595.023,FireExtinguisherSign2,28,correct,
600.6208,PHILIPS_luxspace-light:376148,29,correct,
