Participant, Time Looking At Floor, Overall Eye Tracking Time,,,,
p4PB,570.7581,854.9796,,,,
,,,,,,
Element ID, Total Collision Points, Time Spent Looking At Element, Dwell Timer on Elements (0.5s threshold), Dwell Count Of Elements (0.5s threshold), ERROR,Size
0,239,28.919,13.12557,12,FALSE,L
1,54,6.534,0.9119931,2,TRUE,L
2,23,2.783,0.217526,1,FALSE,M
3,6,0.726,0.1013371,1,TRUE,S
4,0,0,0,0,FALSE,M
5,153,18.513,6.488543,10,FALSE,L
6,13,1.573,0.4214517,2,FALSE,M
7,26,3.146,0.1009168,1,FALSE,M
8,5,0.605,0,0,TRUE,M
9,17,2.057,0,0,FALSE,M
10,102,12.342,1.720958,4,FALSE,M
11,82,9.922,0.201675,2,TRUE,L
12,6,0.726,0,0,FALSE,S
13,0,0,0,0,TRUE,S
14,65,7.865,0.3172211,2,FALSE,L
15,5,0.605,0,0,FALSE,S
16,29,3.509,0.4520961,1,FALSE,S
17,2,0.242,0,0,FALSE,S
18,10,1.21,0.3358899,1,TRUE,S
19,10,1.21,0,0,FALSE,S
20,35,4.235,0.7051839,1,TRUE,S
21,13,1.573,0.2014546,1,FALSE,S
22,10,1.21,0,0,FALSE,S
23,16,1.936,0.422756,2,FALSE,S
24,9,1.089,0.0846653,1,TRUE,S
25,3,0.363,0,0,FALSE,S
26,10,1.21,0.2178597,1,TRUE,S
27,10,1.21,0.2184709,1,TRUE,S
28,42,5.082,1.078907,5,FALSE,S
29,54,6.534,2.374241,6,FALSE,S
