Participant, Time Looking At Floor, Overall Eye Tracking Time,,,,
p8PB,363.9324,847.1777,,,,
,,,,,,
Element ID, Total Collision Points, Time Spent Looking At Element, Dwell Timer on Elements (0.5s threshold), Dwell Count Of Elements (0.5s threshold), ERROR,Size
0,225,27.225,7.036391,12,FALSE,L
1,9,1.089,0,0,FALSE,L
2,31,3.751,0.9230042,2,FALSE,M
3,20,2.42,3.065187,3,TRUE,S
4,5,0.605,0,0,FALSE,M
5,298,36.058,7.710097,12,FALSE,L
6,188,22.748,2.162407,5,FALSE,M
7,278,33.638,20.62696,13,FALSE,M
8,127,15.367,3.252169,10,TRUE,M
9,6,0.726,0,0,TRUE,M
10,66,7.986,3.767266,9,TRUE,M
11,13,1.573,0,0,TRUE,L
12,11,1.331,0,0,FALSE,S
13,62,7.502,0,0,TRUE,S
14,9,1.089,0,0,TRUE,L
15,0,0,0,0,FALSE,S
16,0,0,0,0,TRUE,S
17,0,0,0,0,FALSE,S
18,5,0.605,0,0,TRUE,S
19,0,0,0,0,FALSE,S
20,0,0,0,0,FALSE,S
21,0,0,0,0,FALSE,S
22,0,0,0,0,TRUE,S
23,0,0,0,0,TRUE,S
24,0,0,0,0,FALSE,S
25,0,0,0,0,FALSE,S
26,22,2.662,0.5587954,2,TRUE,S
27,0,0,0,0,TRUE,S
28,0,0,0,0,TRUE,S
29,0,0,0,0,FALSE,S
